Terminal Current [C],Cycle,SOH(measured),Stage1 [C],Stage2 [C],S1 [s],S2 [s],S3 [s],Total,r_soh,r_time,r_soh_val,delta_soh,Avg Temp [°C],Throughput [Ah],Discharge Cap [Ah],Terminal V [V],LLI [%],LAM_neg [%],LAM_pos [%],py
0.01,175.0,0.783646,1.5,3.4,7.66,12.16,3773.9,0.175723,0.0,0.281452,0.315709,2.786342,20.19,1503.6169,3.8124,2.8746,18.790004,13.966359,13.36147,
0.05,176.0,0.776927,3.3,2.2,0.0,619.22,2558.84,0.448121,0.0,0.994619,0.251365,1.20856,22.02,1511.1806,3.7797,2.8748,18.83251,13.999393,13.391628,
0.02,177.0,0.780542,1.5,3.4,7.55,12.04,3388.05,0.436579,0.0,0.949003,0.284887,2.775384,21.14,1518.8024,3.7973,2.8751,18.927602,14.072649,13.462227,
0.02,178.0,0.779517,3.7,4.0,0.0,6.3,3390.18,0.436679,0.0,0.95414,0.275114,2.740822,21.51,1526.4334,3.7923,2.8754,19.021075,14.144681,13.531603,
0.1,179.0,0.765783,3.0,3.4,0.0,15.19,2498.15,0.433081,0.0,0.999993,0.165418,2.703937,24.93,1533.9114,3.7255,2.8757,19.112706,14.215421,13.599839,
0.05,180.0,0.773128,2.7,2.6,0.0,445.46,2552.14,0.443459,0.0,0.999111,0.219075,1.887826,23.31,1541.4385,3.7612,2.876,19.177058,14.265158,13.646837,
0.02,181.0,0.777355,3.2,2.2,0.0,611.84,3065.42,0.273681,0.0,0.556607,0.255188,1.244854,20.27,1549.0063,3.7818,2.8761,19.219994,14.298509,13.677301,
0.05,182.0,0.772203,1.3,1.9,15.56,754.08,2581.39,0.430497,7e-06,0.970395,0.211684,1.065815,20.38,1556.5234,3.7567,2.8762,19.256847,14.327279,13.703214,
0.05,183.0,0.771608,2.2,2.5,0.19,483.16,2551.65,0.440889,0.0,0.998708,0.20703,1.643776,22.41,1564.0361,3.7538,2.8764,19.31265,14.370574,13.743745,
0.02,184.0,0.775287,3.5,3.2,0.0,19.54,3387.36,0.427154,0.0,0.949361,0.237049,2.737931,21.51,1571.6018,3.7717,2.8767,19.404203,14.441223,13.811774,
0.1,185.0,0.761631,0.9,1.8,189.89,725.61,2187.33,0.426999,1.6e-05,0.997457,0.14005,1.02501,20.76,1579.0156,3.7053,2.8769,19.439295,14.468692,13.836494,
0.1,186.0,0.761363,2.7,2.2,0.0,606.28,2157.9,0.427672,0.0,0.999914,0.138533,1.208159,23.39,1586.4278,3.704,2.877,19.480318,14.500688,13.865766,
0.1,187.0,0.760717,0.8,1.7,371.93,711.95,2200.98,0.420797,2.7e-05,0.984502,0.134929,1.00141,19.71,1593.8324,3.7008,2.8771,19.51454,14.527449,13.889782,
0.05,188.0,0.768384,1.3,3.3,15.13,11.07,2896.7,0.436453,0.0,0.999578,0.18311,2.743296,22.62,1601.337,3.7381,2.8774,19.605298,14.597545,13.957334,
0.05,189.0,0.76792,3.4,1.9,0.0,757.0,2583.36,0.425296,7e-06,0.973309,0.179848,1.063557,20.74,1608.8125,3.7359,2.8776,19.641405,14.62573,13.982696,
0.05,190.0,0.767009,3.9,4.0,0.0,5.83,2896.23,0.434579,0.0,0.999658,0.173577,2.700115,23.13,1616.3223,3.7314,2.8779,19.730162,14.69437,14.048797,
0.05,191.0,0.766038,3.6,2.8,0.0,34.27,2882.44,0.43326,0.0,0.999604,0.167091,2.661541,23.14,1623.786,3.7267,2.8782,19.817312,14.76176,14.113649,
0.1,192.0,0.757164,2.7,2.3,0.0,554.85,2154.47,0.423278,0.0,0.99995,0.116487,1.330882,24.01,1631.1569,3.6835,2.8783,19.861477,14.796231,14.145449,
0.1,193.0,0.756943,3.6,3.9,0.0,6.76,2520.88,0.423079,0.0,0.999992,0.115412,2.667821,24.61,1638.5656,3.6825,2.8786,19.948177,14.863335,14.210118,
0.1,194.0,0.756302,1.2,0.3,21.15,7200.0,1737.28,0.026034,0.008908,0.0,0.112355,0.724376,11.46,1645.928,3.6793,2.8787,19.97288,14.882645,14.226742,
0.1,195.0,0.755351,3.1,1.1,0.0,1608.73,2164.45,0.151642,0.000337,0.324796,0.107944,0.880753,17.73,1653.2796,3.6747,2.8788,20.002384,14.905908,14.247287,
0.1,196.0,0.755377,1.7,3.2,2.66,17.02,2517.29,0.42161,0.0,0.999991,0.108066,2.680078,24.25,1660.6558,3.6748,2.8791,20.088855,14.972893,14.311853,
0.1,197.0,0.754176,0.7,0.7,569.59,2285.61,2012.97,0.021264,0.001797,8e-06,0.102708,0.800933,14.8,1667.9955,3.669,2.8792,20.115768,14.994021,14.330268,
0.1,198.0,0.754115,1.2,3.4,20.81,7.39,2526.81,0.420485,0.0,0.999989,0.102445,2.714668,23.94,1675.3676,3.6687,2.8795,20.202833,15.061504,14.395351,
0.1,199.0,0.753313,3.9,3.4,0.0,13.81,2526.48,0.419798,0.0,0.999991,0.099007,2.659783,24.61,1682.7314,3.6648,2.8798,20.287849,15.127369,14.458811,
0.1,200.0,0.752048,1.1,2.2,30.54,575.19,2167.08,0.418722,0.0,0.999906,0.093799,1.258092,22.94,1690.053,3.6586,2.88,20.328759,15.159349,14.488146,
0.1,201.0,0.751619,2.7,2.2,0.0,590.3,2165.93,0.418385,0.0,0.99992,0.092086,1.244836,23.36,1697.3705,3.6566,2.8801,20.36916,15.190964,14.517117,
0.05,202.0,0.759522,0.1,2.6,7200.0,10.41,3028.07,0.025693,0.0,0.0,0.128463,1.52823,12.35,1704.7808,3.695,2.8803,20.418421,15.22928,14.552781,
0.1,203.0,0.75047,0.8,2.8,332.58,12.92,2532.2,0.417421,0.0,0.999732,0.087644,2.012934,21.81,1712.101,3.651,2.8805,20.482431,15.279134,14.60014,
0.1,204.0,0.74984,3.4,1.8,0.0,799.76,2190.81,0.416734,2e-05,0.999171,0.085287,1.016148,21.74,1719.3999,3.6479,2.8806,20.515465,15.305076,14.623417,
0.1,205.0,0.749772,3.7,2.5,0.0,451.7,2181.51,0.416998,0.0,0.999977,0.085038,1.784456,24.69,1726.6983,3.6476,2.8808,20.572167,15.349266,14.665072,
0.05,206.0,0.756814,1.8,3.8,1.44,6.7,2905.12,0.422805,0.0,0.999617,0.11479,2.666205,22.61,1734.1031,3.6818,2.8811,20.655958,15.414227,14.727577,
0.05,207.0,0.756182,2.9,2.3,0.0,538.05,2564.21,0.421346,0.0,0.997471,0.111789,1.403669,22.63,1741.4641,3.6788,2.8813,20.700683,15.449175,14.759845,
0.1,208.0,0.747529,1.4,2.3,9.18,531.52,2169.08,0.415408,0.0,0.99995,0.07714,1.399143,23.49,1748.7409,3.6367,2.8815,20.745054,15.483946,14.792031,
0.01,209.0,0.761187,4.0,3.4,0.0,13.21,3803.83,0.12222,0.0,0.236779,0.137541,2.699125,20.31,1756.1805,3.7031,2.8818,20.82924,15.549191,14.854775,
0.1,210.0,0.746516,3.0,3.1,0.0,19.92,2539.15,0.414755,0.0,0.999989,0.073796,2.648056,24.59,1763.4706,3.6317,2.882,20.9113,15.613016,14.91625,
0.1,211.0,0.745498,0.9,2.5,102.45,399.44,2210.31,0.414094,0.0,0.999949,0.070571,1.986173,23.82,1770.728,3.6268,2.8823,20.973065,15.661133,14.961902,
0.05,212.0,0.7531,1.0,0.4,45.25,5400.0,2032.41,0.021255,0.004081,0.0,0.098115,0.761777,12.27,1778.057,3.6638,2.8824,20.997789,15.68054,14.978592,
0.05,213.0,0.752483,0.7,1.0,526.77,1407.88,2587.61,0.019318,0.000246,0.000268,0.09556,0.895769,16.08,1785.3809,3.6608,2.8825,21.026409,15.70317,14.998498,
0.02,214.0,0.756466,3.1,3.5,0.0,11.19,3411.43,0.399123,0.0,0.941241,0.113131,2.679783,21.46,1792.7764,3.6801,2.8828,21.108815,15.767209,15.060075,
0.1,215.0,0.742945,3.0,2.0,0.0,669.43,2187.3,0.412524,2e-06,0.999782,0.06305,1.128695,22.78,1800.0087,3.6144,2.8829,21.144202,15.795111,15.085381,
0.1,216.0,0.74255,3.0,2.0,0.0,668.78,2187.63,0.412305,2e-06,0.999783,0.061956,1.121435,22.79,1807.2372,3.6124,2.883,21.179353,15.822775,15.110451,
0.05,217.0,0.750143,2.0,3.0,0.43,22.05,2910.13,0.417097,0.0,0.999535,0.086415,2.639316,22.6,1814.5604,3.6494,2.8833,21.259947,15.885417,15.170689,
0.05,218.0,0.749264,2.1,2.8,0.22,30.03,2907.9,0.416441,0.0,0.999509,0.083189,2.622285,22.6,1821.8654,3.6451,2.8836,21.339709,15.947463,15.230335,
0.1,219.0,0.761547,0.3,0.1,2400.0,18828.68,86400.0,0.027915,0.0,0.0,0.139573,3.286939,10.07,1829.2807,3.7049,2.8839,21.439799,16.023825,15.30442,421.0
0.1,220.0,0.739155,0.6,2.8,786.32,6.72,2590.0,0.394521,0.0,0.959676,0.053253,1.714248,19.22,1836.4923,3.5959,2.8841,21.491863,16.064756,15.342895,
0.01,221.0,0.75354,2.4,1.8,0.0,777.73,3539.99,0.020825,4e-06,0.002072,0.099972,1.089976,18.48,1843.8276,3.6659,2.8843,21.525719,16.091308,15.36672,
0.1,222.0,0.737975,1.8,1.0,1.21,1753.53,2177.73,0.045905,0.00041,0.089097,0.05051,0.871355,17.01,1851.0101,3.5902,2.8844,21.552817,16.112871,15.38569,
0.1,223.0,0.738179,1.0,2.2,42.03,543.33,2191.13,0.410156,0.0,0.999902,0.050973,1.333987,22.99,1858.1958,3.5912,2.8845,21.59354,16.144906,15.4152,
0.02,224.0,0.75079,2.1,1.4,0.2,1113.91,3158.36,0.019096,5.7e-05,0.003254,0.08886,0.965345,17.62,1865.5037,3.6525,2.8846,21.623558,16.168516,15.436089,
0.02,225.0,0.750878,1.5,0.3,5.45,7200.0,2596.6,0.018939,0.002748,0.0,0.089198,0.780673,11.4,1872.8127,3.653,2.8847,21.648091,16.187872,15.452755,
0.05,226.0,0.744982,3.0,3.4,0.0,12.27,2925.65,0.413601,0.0,0.99951,0.068986,2.639344,23.06,1880.0946,3.6243,2.885,21.726831,16.24936,15.511885,
0.05,227.0,0.744369,2.3,1.8,0.0,771.9,2613.58,0.39692,8e-06,0.958719,0.067147,1.057555,20.56,1887.3404,3.6213,2.8851,21.759262,16.274945,15.534824,
0.1,228.0,0.736258,2.3,2.7,0.0,34.61,2550.9,0.409345,0.0,0.999986,0.046753,2.567489,24.54,1894.5159,3.5818,2.8854,21.835486,16.334464,15.592065,
0.05,229.0,0.742962,2.1,2.5,0.18,56.07,2903.18,0.412377,0.0,0.999393,0.063098,2.471138,22.58,1901.7462,3.6144,2.8857,21.908806,16.391605,15.646831,
0.02,230.0,0.746782,1.3,4.0,11.96,1.15,3444.7,0.382323,0.0,0.918478,0.074659,2.660091,20.85,1909.0584,3.633,2.8859,21.987363,16.452818,15.705661,
0.1,231.0,0.73377,3.7,3.4,0.0,11.9,2570.71,0.40835,0.0,0.999986,0.041779,2.590965,24.52,1916.2313,3.5697,2.8862,22.063466,16.512289,15.762878,
0.05,232.0,0.740443,3.2,3.2,0.0,15.7,2936.38,0.411056,0.0,0.999436,0.056409,2.592503,23.05,1923.4652,3.6022,2.8865,22.139506,16.571574,15.819831,
0.1,233.0,0.731793,0.7,3.4,471.94,0.53,2596.3,0.406914,0.0,0.998189,0.038192,1.838052,20.79,1930.6267,3.5601,2.8867,22.193569,16.613997,15.859873,
0.1,234.0,0.730484,2.9,1.0,0.0,1726.71,2193.9,0.047109,0.000574,0.099208,0.035981,0.855358,17.25,1937.7363,3.5537,2.8868,22.219472,16.634568,15.877902,
0.1,235.0,0.731203,2.6,3.1,0.0,17.84,2573.76,0.40743,0.0,0.999985,0.03718,2.57325,24.52,1944.8778,3.5572,2.8871,22.294301,16.693054,15.934152,
0.1,236.0,0.729603,0.3,3.2,2400.0,0.0,2681.82,0.006913,0.0,1e-06,0.034564,1.417742,15.19,1952.0114,3.5495,2.8872,22.336089,16.725907,15.964581,
0.05,237.0,0.737621,4.0,1.9,0.0,697.29,2615.55,0.401783,3e-06,0.979599,0.049712,1.111212,21.08,1959.1916,3.5885,2.8873,22.369165,16.752034,15.98812,
0.1,238.0,0.728815,3.6,1.8,0.0,756.81,2215.06,0.406397,9e-06,0.999312,0.033342,1.052293,21.95,1966.2858,3.5456,2.8875,22.400385,16.776841,16.010425,
0.02,239.0,0.741395,1.0,3.5,37.85,2.44,3463.68,0.362397,0.0,0.876564,0.058855,2.636244,20.79,1973.5358,3.6068,2.8877,22.476561,16.836281,16.067522,
0.05,240.0,0.736054,2.4,1.5,0.0,987.69,2645.61,0.273615,4.3e-05,0.660831,0.046325,0.978944,19.32,1980.7003,3.5808,2.8878,22.505668,16.859391,16.088035,
0.05,241.0,0.735586,1.4,2.5,7.52,42.39,2933.15,0.408763,0.0,0.999231,0.045356,2.499187,22.54,1987.861,3.5786,2.8881,22.577524,16.915622,16.141955,
0.1,242.0,0.727213,2.1,2.2,0.14,542.62,2224.15,0.406161,0.0,0.999911,0.030983,1.365996,22.89,1994.9398,3.5378,2.8883,22.617284,16.947039,16.170935,
0.1,243.0,0.726797,1.8,3.1,0.99,16.66,2585.02,0.406073,0.0,0.999983,0.030398,2.550501,23.66,2002.0385,3.5358,2.8885,22.690169,17.004076,16.225768,
0.02,244.0,0.738255,2.8,3.1,0.0,17.15,3461.0,0.370986,0.0,0.90189,0.051147,2.57977,21.24,2009.2488,3.5915,2.8888,22.763811,17.061582,16.280945,
0.02,245.0,0.737456,2.5,3.7,0.0,6.96,3469.41,0.371257,0.0,0.90347,0.049343,2.585656,21.23,2016.4602,3.5877,2.8891,22.837314,17.119089,16.336131,
0.01,246.0,0.738632,4.0,2.2,0.0,537.02,3543.4,0.01912,0.0,0.021791,0.05202,1.446296,19.56,2023.6509,3.5934,2.8892,22.879012,17.151937,16.366425,
0.05,247.0,0.731484,3.6,2.9,0.0,22.51,2958.93,0.407229,0.0,0.999243,0.037658,2.56202,22.81,2030.79,3.5586,2.8895,22.951399,17.208685,16.420908,
0.1,248.0,0.72286,0.7,2.6,430.88,13.66,2608.71,0.404453,0.0,0.998449,0.025365,1.83594,20.92,2037.8406,3.5167,2.8897,23.003475,17.249686,16.459598,
